scan_id,filename,sequence_id,station,year,month,day,hour,minute,second,minutes_from_sunrise,x,y,r
115255,KDOX20111004_110808_V04.gz,1623,KDOX,2011,10,4,11,8,8,8,-44720.5,-11838.5,6302.495085
115256,KDOX20111004_111354_V04.gz,1623,KDOX,2011,10,4,11,13,54,14,-43515,-13285.5,8705.05014
115257,KDOX20111004_111940_V04.gz,1623,KDOX,2011,10,4,11,19,40,20,-43515,-16179,11372.01795
115258,KDOX20111004_112528_V04.gz,1623,KDOX,2011,10,4,11,25,28,25,-43515,-17626,11372
116818,KDOX20111005_105208_V04.gz,1624,KDOX,2011,10,5,10,52,8,-9,-4947,72722,4938.560177
116819,KDOX20111005_110150_V04.gz,1624,KDOX,2011,10,5,11,1,50,1,-896,69539,12567.86006
116820,KDOX20111005_111131_V04.gz,1624,KDOX,2011,10,5,11,11,31,11,-2053.5,64909.5,14383.45234
116821,KDOX20111005_112114_V04.gz,1624,KDOX,2011,10,5,11,21,14,20,-2053.5,61148,15533.48362
116822,KDOX20111005_113055_V04.gz,1624,KDOX,2011,10,5,11,30,55,30,-4947,52757,17289.38462
116818,KDOX20111005_105208_V04.gz,1625,KDOX,2011,10,5,10,52,8,-9,65455.5,55511.5,4390.225059
116819,KDOX20111005_110150_V04.gz,1625,KDOX,2011,10,5,11,1,50,1,66323.5,47988.5,8761.626505
116820,KDOX20111005_111131_V04.gz,1625,KDOX,2011,10,5,11,11,31,11,66034,41333.5,10762.25484
116821,KDOX20111005_112114_V04.gz,1625,KDOX,2011,10,5,11,21,14,20,64876.5,35546.5,14222.15229
116822,KDOX20111005_113055_V04.gz,1625,KDOX,2011,10,5,11,30,55,30,64876.5,31785,15383.35758
116818,KDOX20111005_105208_V04.gz,1626,KDOX,2011,10,5,10,52,8,-9,43523.5,46172.5,4487.505362
116819,KDOX20111005_110150_V04.gz,1626,KDOX,2011,10,5,11,1,50,1,42945,41543,6819.8079
116820,KDOX20111005_111131_V04.gz,1626,KDOX,2011,10,5,11,11,31,11,41788,34598.5,9672.851055
116818,KDOX20111005_105208_V04.gz,1627,KDOX,2011,10,5,10,52,8,-9,83608,75665.5,4269
116819,KDOX20111005_110150_V04.gz,1627,KDOX,2011,10,5,11,1,50,1,85923,68432,8541.115485
116820,KDOX20111005_111131_V04.gz,1627,KDOX,2011,10,5,11,11,31,11,86212.5,62934.5,11442.85108
116821,KDOX20111005_112114_V04.gz,1627,KDOX,2011,10,5,11,21,14,20,84187,58305,14141.72195
116818,KDOX20111005_105208_V04.gz,1628,KDOX,2011,10,5,10,52,8,-9,5655.5,25040,3558.5
116819,KDOX20111005_110150_V04.gz,1628,KDOX,2011,10,5,11,1,50,1,6632.5,21133,5448.904605
116820,KDOX20111005_111131_V04.gz,1628,KDOX,2011,10,5,11,11,31,11,7469.5,16388.5,6928.247465
116818,KDOX20111005_105208_V04.gz,1629,KDOX,2011,10,5,10,52,8,-9,2859,32585.5,2928
116819,KDOX20111005_110150_V04.gz,1629,KDOX,2011,10,5,11,1,50,1,3417,26306.5,5925.81118
116820,KDOX20111005_111131_V04.gz,1629,KDOX,2011,10,5,11,11,31,11,2161,22539,7796.000005
116818,KDOX20111005_105208_V04.gz,1630,KDOX,2011,10,5,10,52,8,-9,19382,-8576.5,2892.301339
116819,KDOX20111005_110150_V04.gz,1630,KDOX,2011,10,5,11,1,50,1,20777.5,-16391,8164.650075
116820,KDOX20111005_111131_V04.gz,1630,KDOX,2011,10,5,11,11,31,11,19772.5,-22218,12641.84604
116818,KDOX20111005_105208_V04.gz,1631,KDOX,2011,10,5,10,52,8,-9,-46125,-9740,3333
116819,KDOX20111005_110150_V04.gz,1631,KDOX,2011,10,5,11,1,50,1,-44919.5,-14562.5,6773.323245
116820,KDOX20111005_111131_V04.gz,1631,KDOX,2011,10,5,11,11,31,11,-46125,-21073,10175.06288
116821,KDOX20111005_112114_V04.gz,1631,KDOX,2011,10,5,11,21,14,20,-45884,-25654.5,12791.48762
116818,KDOX20111005_105208_V04.gz,1632,KDOX,2011,10,5,10,52,8,-9,-34561,-44786,4311
116819,KDOX20111005_110150_V04.gz,1632,KDOX,2011,10,5,11,1,50,1,-30703,-52261,9146.25759
116820,KDOX20111005_111131_V04.gz,1632,KDOX,2011,10,5,11,11,31,11,-31667.5,-58771.5,13119.12854
116821,KDOX20111005_112114_V04.gz,1632,KDOX,2011,10,5,11,21,14,20,-33114.5,-63353,14947.81874
116818,KDOX20111005_105208_V04.gz,1633,KDOX,2011,10,5,10,52,8,-9,-12004.5,-96845.5,6358.71386
116819,KDOX20111005_110150_V04.gz,1633,KDOX,2011,10,5,11,1,50,1,-12727.5,-103838,9347.73984
116820,KDOX20111005_111131_V04.gz,1633,KDOX,2011,10,5,11,11,31,11,-13933,-113724,13367.5
116821,KDOX20111005_112114_V04.gz,1633,KDOX,2011,10,5,11,21,14,20,-12245,-120716.5,15532.70703
117194,KDOX20111006_104911_V04.gz,1634,KDOX,2011,10,6,10,49,11,-13,-9474.5,77075,2264.345633
117195,KDOX20111006_105852_V04.gz,1634,KDOX,2011,10,6,10,58,52,-3,-12078.5,77075,7098.5
117196,KDOX20111006_110835_V04.gz,1634,KDOX,2011,10,6,11,8,35,7,-12078.5,77075,11926.35969
117197,KDOX20111006_111816_V04.gz,1634,KDOX,2011,10,6,11,18,16,16,-10873,73940.5,16350.23082
117198,KDOX20111006_112758_V04.gz,1634,KDOX,2011,10,6,11,27,58,26,-12561,74181.5,21991.42318
117199,KDOX20111006_113700_V04.gz,1634,KDOX,2011,10,6,11,37,40,36,-15454.5,74422.5,25508.71272
117195,KDOX20111006_105852_V04.gz,1635,KDOX,2011,10,6,10,58,52,-3,78021,79372.5,8047.205925
117196,KDOX20111006_110835_V04.gz,1635,KDOX,2011,10,6,11,8,35,7,77021,77372.5,11431.6313
117197,KDOX20111006_111816_V04.gz,1635,KDOX,2011,10,6,11,18,16,16,76731.5,75347,15971.81831
117198,KDOX20111006_112758_V04.gz,1635,KDOX,2011,10,6,11,27,58,26,74416.5,71585.5,21440.69407
117199,KDOX20111006_113700_V04.gz,1635,KDOX,2011,10,6,11,37,40,36,73010,72188.5,23434.26741
117194,KDOX20111006_104911_V04.gz,1636,KDOX,2011,10,6,10,49,11,-13,60050,60519.5,2350.179649
117195,KDOX20111006_105852_V04.gz,1636,KDOX,2011,10,6,10,58,52,-3,56634,58108,6945
117196,KDOX20111006_110835_V04.gz,1636,KDOX,2011,10,6,11,8,35,7,54825.5,55696.5,11795.47812
117197,KDOX20111006_111816_V04.gz,1636,KDOX,2011,10,6,11,18,16,16,51610.5,54290,17030.9395
117198,KDOX20111006_112758_V04.gz,1636,KDOX,2011,10,6,11,27,58,26,49199,52079.5,19846.6839
117199,KDOX20111006_113700_V04.gz,1636,KDOX,2011,10,6,11,37,40,36,45381,46654,21683.5195
117200,KDOX20111006_114700_V04.gz,1636,KDOX,2011,10,6,11,47,22,45,41563.5,41831.5,24410.65867
117201,KDOX20111006_115700_V04.gz,1636,KDOX,2011,10,6,11,57,4,55,38348.5,39420,27269.52653
117194,KDOX20111006_104911_V04.gz,1637,KDOX,2011,10,6,10,49,11,-13,37275.5,51172,1920.781512
117195,KDOX20111006_105852_V04.gz,1637,KDOX,2011,10,6,10,58,52,-3,33256.5,49966.5,6272.8003
117196,KDOX20111006_110835_V04.gz,1637,KDOX,2011,10,6,11,8,35,7,28434,48158,9513.66129
117194,KDOX20111006_104911_V04.gz,1638,KDOX,2011,10,6,10,49,11,-13,-324,29001,4151.413265
117195,KDOX20111006_105852_V04.gz,1638,KDOX,2011,10,6,10,58,52,-3,-1835.5,29117.5,8477.46324
117196,KDOX20111006_110835_V04.gz,1638,KDOX,2011,10,6,11,8,35,7,-2998.5,28420,10971.94971
117195,KDOX20111006_105852_V04.gz,1639,KDOX,2011,10,6,10,58,52,-3,-52041.5,-7890.5,4981
117196,KDOX20111006_110835_V04.gz,1639,KDOX,2011,10,6,11,8,35,7,-56864,-7488.5,8800.66756
117194,KDOX20111006_104911_V04.gz,1640,KDOX,2011,10,6,10,49,11,-13,-34002.5,-40653,1980.337166
117195,KDOX20111006_105852_V04.gz,1640,KDOX,2011,10,6,10,58,52,-3,-38825,-42059.5,5189.405125
117196,KDOX20111006_110835_V04.gz,1640,KDOX,2011,10,6,11,8,35,7,-41638,-42059.5,8601.748235
117197,KDOX20111006_111816_V04.gz,1640,KDOX,2011,10,6,11,18,16,16,-45456,-43064,11818.40467
117194,KDOX20111006_104911_V04.gz,1641,KDOX,2011,10,6,10,49,11,-13,14237,-4482.5,3106.051425
117195,KDOX20111006_105852_V04.gz,1641,KDOX,2011,10,6,10,58,52,-3,10017.5,-6693,6772.42058
117196,KDOX20111006_110835_V04.gz,1641,KDOX,2011,10,6,11,8,35,7,7405.5,-7497,10539.57882
117195,KDOX20111006_105852_V04.gz,1642,KDOX,2011,10,6,10,58,52,-3,2140.5,108899,5009.5
117196,KDOX20111006_110835_V04.gz,1642,KDOX,2011,10,6,11,8,35,7,2381.5,106246.5,10264.07584
117197,KDOX20111006_111816_V04.gz,1642,KDOX,2011,10,6,11,18,16,16,3346,105041,13925.28906
117198,KDOX20111006_112758_V04.gz,1642,KDOX,2011,10,6,11,27,58,26,4551.5,101906.5,17482.26982
117551,KDOX20111007_105241_V04.gz,1643,KDOX,2011,10,7,10,52,41,-10,-7322,74378.5,2729.051673
117552,KDOX20111007_110223_V04.gz,1643,KDOX,2011,10,7,11,2,23,-1,-5393,73655,7020.019545
117553,KDOX20111007_111205_V04.gz,1643,KDOX,2011,10,7,11,12,5,9,-5875.5,71243.5,11763.98106
117554,KDOX20111007_112147_V04.gz,1643,KDOX,2011,10,7,11,21,47,19,-7081,69555.5,15894.78617
117555,KDOX20111007_113130_V04.gz,1643,KDOX,2011,10,7,11,31,30,29,-7322.5,68109,21649.55322
117556,KDOX20111007_114100_V04.gz,1643,KDOX,2011,10,7,11,41,13,38,-8769.5,64974.5,26489.12346
117552,KDOX20111007_110223_V04.gz,1644,KDOX,2011,10,7,11,2,23,-1,-8232,82324.5,5471
117553,KDOX20111007_111205_V04.gz,1644,KDOX,2011,10,7,11,12,5,9,-6544,80636.5,9205.22725
117551,KDOX20111007_105241_V04.gz,1645,KDOX,2011,10,7,10,52,41,-10,63446.5,58844.5,2112.094677
117552,KDOX20111007_110223_V04.gz,1645,KDOX,2011,10,7,11,2,23,-1,62482,56674.5,7041.360945
117553,KDOX20111007_111205_V04.gz,1645,KDOX,2011,10,7,11,12,5,9,62482,52575.5,10665.06031
117554,KDOX20111007_112147_V04.gz,1645,KDOX,2011,10,7,11,21,47,19,63205.5,48717.5,15235.31187
117551,KDOX20111007_105241_V04.gz,1646,KDOX,2011,10,7,10,52,41,-10,79509,77470,3068.328548
117552,KDOX20111007_110223_V04.gz,1646,KDOX,2011,10,7,11,2,23,-1,79509,76505.5,8469
117553,KDOX20111007_111205_V04.gz,1646,KDOX,2011,10,7,11,12,5,9,79750,73612,12791.9247
117554,KDOX20111007_112147_V04.gz,1646,KDOX,2011,10,7,11,21,47,19,80232.5,69995,17607.36467
117552,KDOX20111007_110223_V04.gz,1647,KDOX,2011,10,7,11,2,23,-1,7064.5,105725.5,5758.832265
117553,KDOX20111007_111205_V04.gz,1647,KDOX,2011,10,7,11,12,5,9,5859,106207.5,8782
117554,KDOX20111007_112147_V04.gz,1647,KDOX,2011,10,7,11,21,47,19,8752.5,99697.5,14883.09815
117555,KDOX20111007_113130_V04.gz,1647,KDOX,2011,10,7,11,31,30,29,7788,97286,18141.15256
117551,KDOX20111007_105241_V04.gz,1648,KDOX,2011,10,7,10,52,41,-10,-30173,-42136,3383.317483
117552,KDOX20111007_110223_V04.gz,1648,KDOX,2011,10,7,11,2,23,-1,-27569,-43872,7711.97869
117553,KDOX20111007_111205_V04.gz,1648,KDOX,2011,10,7,11,12,5,9,-28147.5,-46476,11177.02795
117554,KDOX20111007_112147_V04.gz,1648,KDOX,2011,10,7,11,21,47,19,-27279.5,-49080,15227.26669
117555,KDOX20111007_113130_V04.gz,1648,KDOX,2011,10,7,11,31,30,29,-26701,-53999,20212.74175
117552,KDOX20111007_110223_V04.gz,1649,KDOX,2011,10,7,11,2,23,-1,-13323,-94069.5,6974.604365
117553,KDOX20111007_111205_V04.gz,1649,KDOX,2011,10,7,11,12,5,9,-18531.5,-96963,9793.23899
117554,KDOX20111007_112147_V04.gz,1649,KDOX,2011,10,7,11,21,47,19,-17374,-100435,13391.32794
117555,KDOX20111007_113130_V04.gz,1649,KDOX,2011,10,7,11,31,30,29,-17374,-104486,17719.13399
117551,KDOX20111007_105241_V04.gz,1650,KDOX,2011,10,7,10,52,41,-10,3315.5,28433,1562.815476
117552,KDOX20111007_110223_V04.gz,1650,KDOX,2011,10,7,11,2,23,-1,3114.5,25218,6136
117553,KDOX20111007_111205_V04.gz,1650,KDOX,2011,10,7,11,12,5,9,2310.5,21802,10572.57947
117551,KDOX20111007_105241_V04.gz,1651,KDOX,2011,10,7,10,52,41,-10,18205.5,-3184,2202.95835
117552,KDOX20111007_110223_V04.gz,1651,KDOX,2011,10,7,11,2,23,-1,20215,-7604.5,7018.23367
117553,KDOX20111007_111205_V04.gz,1651,KDOX,2011,10,7,11,12,5,9,21621.5,-12628,10217.45166
118997,KDOX20111008_104517_V04.gz,1652,KDOX,2011,10,8,10,45,17,-19,-7504,78128,1265.564829
118998,KDOX20111008_105458_V04.gz,1652,KDOX,2011,10,8,10,54,58,-9,-7504,78128,6024.11074
118999,KDOX20111008_110441_V04.gz,1652,KDOX,2011,10,8,11,4,41,1,-8062,75476.5,7707.38005
119000,KDOX20111008_111423_V04.gz,1652,KDOX,2011,10,8,11,14,23,10,-8062,75476.5,13182.75514
119001,KDOX20111008_112405_V04.gz,1652,KDOX,2011,10,8,11,24,5,20,-10955.5,73306.5,15893.2007
119002,KDOX20111008_113347_V04.gz,1652,KDOX,2011,10,8,11,33,47,30,-11679,69930.5,19215.82478
118998,KDOX20111008_105458_V04.gz,1653,KDOX,2011,10,8,10,54,58,-9,61273,59238,1742.346791
118999,KDOX20111008_110441_V04.gz,1653,KDOX,2011,10,8,11,4,41,1,59788.5,56763,6326
119000,KDOX20111008_111423_V04.gz,1653,KDOX,2011,10,8,11,14,23,10,59306,53387,8534.85262
119001,KDOX20111008_112405_V04.gz,1653,KDOX,2011,10,8,11,24,5,20,57859,50734.5,12147.32879
119002,KDOX20111008_113347_V04.gz,1653,KDOX,2011,10,8,11,33,47,30,55689,47117.5,15734.85739
118998,KDOX20111008_105458_V04.gz,1654,KDOX,2011,10,8,10,54,58,-9,81887.5,79394.5,3923
118999,KDOX20111008_110441_V04.gz,1654,KDOX,2011,10,8,11,4,41,1,81050.5,77162,6668.37485
119000,KDOX20111008_111423_V04.gz,1654,KDOX,2011,10,8,11,14,23,10,81469,75627,10695.31966
119001,KDOX20111008_112405_V04.gz,1654,KDOX,2011,10,8,11,24,5,20,80353,71580,13667.47089
118998,KDOX20111008_105458_V04.gz,1655,KDOX,2011,10,8,10,54,58,-9,-33342.5,-40215.5,1893.205255
118999,KDOX20111008_110441_V04.gz,1655,KDOX,2011,10,8,11,4,41,1,-35352,-41019.5,4669.510711
119000,KDOX20111008_111423_V04.gz,1655,KDOX,2011,10,8,11,14,23,10,-37763.5,-42627,8892.95952
118998,KDOX20111008_105458_V04.gz,1656,KDOX,2011,10,8,10,54,58,-9,-48263,-7345,1773.908653
118999,KDOX20111008_110441_V04.gz,1656,KDOX,2011,10,8,11,4,41,1,-48665,-8751.5,5139.702545
119000,KDOX20111008_111423_V04.gz,1656,KDOX,2011,10,8,11,14,23,10,-47861,-8952.5,8558.246485
119001,KDOX20111008_112405_V04.gz,1656,KDOX,2011,10,8,11,24,5,20,-50674,-9756.5,11586.99418
119572,KDOX20111009_105407_V04.gz,1665,KDOX,2011,10,9,10,54,7,-11,-8461,77289,5466.07526
119573,KDOX20111009_105953_V04.gz,1665,KDOX,2011,10,9,10,59,53,-5,-4410,75842.5,8337.5
119574,KDOX20111009_110539_V04.gz,1665,KDOX,2011,10,9,11,5,39,1,-4410,75842.5,9808.1075
119575,KDOX20111009_111125_V04.gz,1665,KDOX,2011,10,9,11,11,25,6,-4988.5,73817,12415.03971
119576,KDOX20111009_111712_V04.gz,1665,KDOX,2011,10,9,11,17,12,12,-2384.5,73238.5,15612.94428
119577,KDOX20111009_112258_V04.gz,1665,KDOX,2011,10,9,11,22,58,18,-4699.5,72081,17330.11212
119578,KDOX20111009_112844_V04.gz,1665,KDOX,2011,10,9,11,28,44,24,-4699.5,72081,19954.94336
119572,KDOX20111009_105407_V04.gz,1666,KDOX,2011,10,9,10,54,7,-11,6561.5,106393,3516.797635
119573,KDOX20111009_105953_V04.gz,1666,KDOX,2011,10,9,10,59,53,-5,7538.5,105835,4902.642889
119574,KDOX20111009_110539_V04.gz,1666,KDOX,2011,10,9,11,5,39,1,8515.5,103044,6975.37299
119575,KDOX20111009_111125_V04.gz,1666,KDOX,2011,10,9,11,11,25,6,7399,101648.5,9922.123405
119576,KDOX20111009_111712_V04.gz,1666,KDOX,2011,10,9,11,17,12,12,7538.5,99974,12416.27856
119577,KDOX20111009_112258_V04.gz,1666,KDOX,2011,10,9,11,22,58,18,6841,97601.5,14660.77737
119578,KDOX20111009_112844_V04.gz,1666,KDOX,2011,10,9,11,28,44,24,5864,95648,16465.40633
119573,KDOX20111009_105953_V04.gz,1667,KDOX,2011,10,9,10,59,53,-5,-46178.5,-9411,2849.335136
119574,KDOX20111009_110539_V04.gz,1667,KDOX,2011,10,9,11,5,39,1,-46597,-10388,4854.26576
119575,KDOX20111009_111125_V04.gz,1667,KDOX,2011,10,9,11,11,25,6,-46457.5,-11085.5,7076.24115
119576,KDOX20111009_111712_V04.gz,1667,KDOX,2011,10,9,11,17,12,12,-46039,-11922.5,9866.645745
119577,KDOX20111009_112258_V04.gz,1667,KDOX,2011,10,9,11,22,58,18,-46039,-11922.5,12098.97712
119572,KDOX20111009_105407_V04.gz,1668,KDOX,2011,10,9,10,54,7,-11,-33717.5,-40622.5,2321.639751
119573,KDOX20111009_105953_V04.gz,1668,KDOX,2011,10,9,10,59,53,-5,-31564,-43179.5,4674.635686
119574,KDOX20111009_110539_V04.gz,1668,KDOX,2011,10,9,11,5,39,1,-31631.5,-44525.5,6655.187935
119575,KDOX20111009_111125_V04.gz,1668,KDOX,2011,10,9,11,11,25,6,-28143,-45688.5,10037.61354
119576,KDOX20111009_111712_V04.gz,1668,KDOX,2011,10,9,11,17,12,12,-28608,-48363,13335.97516
119577,KDOX20111009_112258_V04.gz,1668,KDOX,2011,10,9,11,22,58,18,-28840.5,-51270,15426.91444
124986,KDOX20111010_105508_V04.gz,1657,KDOX,2011,10,10,10,55,8,-11,-7943.5,82807,1849.358875
124988,KDOX20111010_110053_V04.gz,1657,KDOX,2011,10,10,11,0,53,-5,-8144.5,82405,4142
124989,KDOX20111010_110639_V04.gz,1657,KDOX,2011,10,10,11,6,39,1,-7450,78238.5,5918.615055
124990,KDOX20111010_111224_V04.gz,1657,KDOX,2011,10,10,11,12,24,6,-8491.5,76155,7760.3012
124991,KDOX20111010_111809_V04.gz,1657,KDOX,2011,10,10,11,18,9,12,-9186,74419,10338.44421
124992,KDOX20111010_112354_V04.gz,1657,KDOX,2011,10,10,11,23,54,18,-9533,71988.5,15519.72557
124988,KDOX20111010_110053_V04.gz,6312,KDOX,2011,10,10,11,0,53,-5,-34794.5,-43526,5486.164545
137715,KDOX20111011_105656_V04.gz,1658,KDOX,2011,10,11,10,56,56,-10,-10002,83779.5,2105.448361
137716,KDOX20111011_110242_V04.gz,1658,KDOX,2011,10,11,11,2,42,-4,-11261.5,82810.5,3426.701761
137717,KDOX20111011_110827_V04.gz,1658,KDOX,2011,10,11,11,8,27,1,-14071.5,82423,6853.62715
137718,KDOX20111011_111412_V04.gz,1658,KDOX,2011,10,11,11,14,12,7,-17075.5,82035.5,9222.26883
