scan_id,filename,sequence_id,station,year,month,day,hour,minute,second,minutes_from_sunrise,x,y,r
841720,KDOX20080905_100510_V04.gz,6491,KDOX,2008,9,5,10,5,6,-30,43410,58585,7392.813421816
841721,KDOX20080905_101455_V04.gz,6491,KDOX,2008,9,5,10,14,52,-20,44567.5,60031.5,11438.409746305
841722,KDOX20080905_102441_V04.gz,6491,KDOX,2008,9,5,10,24,37,-10,43410,62925,12577.5
841723,KDOX20080905_103427_V04.gz,6491,KDOX,2008,9,5,10,34,23,-1,45725,70448,19831.7820527
841724,KDOX20080905_104413_V04.gz,6491,KDOX,2008,9,5,10,44,8,9,44567.5,66107.5,27931.852809657
841721,KDOX20080905_101455_V04.gz,6492,KDOX,2008,9,5,10,14,52,-20,-64981,61661.5,6286.8080265115
841722,KDOX20080905_102441_V04.gz,6492,KDOX,2008,9,5,10,24,37,-10,-62377,65423,10417.171145282
841723,KDOX20080905_103427_V04.gz,6492,KDOX,2008,9,5,10,34,23,-1,-60641,68895.5,14954.663052876
841719,KDOX20080905_095526_V04.gz,6493,KDOX,2008,9,5,9,55,21,-40,-33123,-44373.5,2509.829313412
841720,KDOX20080905_100510_V04.gz,6493,KDOX,2008,9,5,10,5,6,-30,-32721,-45981,2949.778968273
841721,KDOX20080905_101455_V04.gz,6493,KDOX,2008,9,5,10,14,52,-20,-32319.5,-45378.5,5221.6791746315
841722,KDOX20080905_102441_V04.gz,6493,KDOX,2008,9,5,10,24,37,-10,-30712,-44172.5,8242.067590647
841772,KDOX20080907_100745_V04.gz,6494,KDOX,2008,9,7,10,7,40,-29,40770.5,48200.5,2227.7391400943
841773,KDOX20080907_101731_V04.gz,6494,KDOX,2008,9,7,10,17,27,-20,43142.5,47782,4647.8022249934
841774,KDOX20080907_102716_V04.gz,6494,KDOX,2008,9,7,10,27,13,-10,46759.5,45853,9126.554162429
841775,KDOX20080907_103703_V04.gz,6494,KDOX,2008,9,7,10,36,59,0,55440,45130,14189.516114084
841776,KDOX20080907_104650_V04.gz,6494,KDOX,2008,9,7,10,46,46,10,60986,44165.5,20360.847110783
841777,KDOX20080907_105635_V04.gz,6494,KDOX,2008,9,7,10,56,32,20,69907.5,47300,27932.363133771
841778,KDOX20080907_110621_V04.gz,6494,KDOX,2008,9,7,11,6,18,29,77382.5,46335.5,33498.405510021
841773,KDOX20080907_101731_V04.gz,6495,KDOX,2008,9,7,10,17,27,-20,-65518.5,53491,4381.8924405286
841774,KDOX20080907_102716_V04.gz,6495,KDOX,2008,9,7,10,27,13,-10,-61178,50308,9065.5
841775,KDOX20080907_103703_V04.gz,6495,KDOX,2008,9,7,10,36,59,0,-57416.5,50886.5,14507.555605882
841776,KDOX20080907_104650_V04.gz,6495,KDOX,2008,9,7,10,46,46,10,-53365.5,50018.5,19257.015128514
841774,KDOX20080907_102716_V04.gz,6496,KDOX,2008,9,7,10,27,13,-10,-3876.5,72532.5,4628.6131489124
841775,KDOX20080907_103703_V04.gz,6496,KDOX,2008,9,7,10,36,59,0,-2202,69016,8611.5
841776,KDOX20080907_104650_V04.gz,6496,KDOX,2008,9,7,10,46,46,10,2312,65891,12936.832096435
841777,KDOX20080907_105635_V04.gz,6496,KDOX,2008,9,7,10,56,32,20,5090,58946.5,17790.004672915
841778,KDOX20080907_110621_V04.gz,6496,KDOX,2008,9,7,11,6,18,29,6826,54085.5,22651.766442783
841773,KDOX20080907_101731_V04.gz,6497,KDOX,2008,9,7,10,17,27,-20,-30849.5,-52155,5363.775231393
841774,KDOX20080907_102716_V04.gz,6497,KDOX,2008,9,7,10,27,13,-10,-29161.5,-54325.5,7476.429655825
841775,KDOX20080907_103703_V04.gz,6497,KDOX,2008,9,7,10,36,59,0,-30126,-55772.5,8921.7724301095
841776,KDOX20080907_104650_V04.gz,6497,KDOX,2008,9,7,10,46,46,10,-30126,-55772.5,11149.091570579
841774,KDOX20080907_102716_V04.gz,6498,KDOX,2008,9,7,10,27,13,-10,-34128,-27482.5,2233.7074716338
841775,KDOX20080907_103703_V04.gz,6498,KDOX,2008,9,7,10,36,59,0,-31453.5,-27599,4171
841776,KDOX20080907_104650_V04.gz,6498,KDOX,2008,9,7,10,46,46,10,-29942,-31436.5,5625.1771991865
841777,KDOX20080907_105635_V04.gz,6498,KDOX,2008,9,7,10,56,32,20,-29360.5,-33994.5,8332.8580960235
841773,KDOX20080907_101731_V04.gz,6499,KDOX,2008,9,7,10,17,27,-20,19039.5,-3458,1220.6245603126
841774,KDOX20080907_102716_V04.gz,6499,KDOX,2008,9,7,10,27,13,-10,20412.5,-5396.5,3708.4894251154
841775,KDOX20080907_103703_V04.gz,6499,KDOX,2008,9,7,10,36,59,0,20251,-7819,7845.833359761
841776,KDOX20080907_104650_V04.gz,6499,KDOX,2008,9,7,10,46,46,10,18878,-8788,9822.8744619955
841774,KDOX20080907_102716_V04.gz,6500,KDOX,2008,9,7,10,27,13,-10,-29744.5,53141.5,2610.876771571
841775,KDOX20080907_103703_V04.gz,6500,KDOX,2008,9,7,10,36,59,0,-27093.5,50769,5397.4389253245
841776,KDOX20080907_104650_V04.gz,6500,KDOX,2008,9,7,10,46,46,10,-25837.5,46443,7803.6937037155
841777,KDOX20080907_105635_V04.gz,6500,KDOX,2008,9,7,10,56,32,20,-24023.5,41559,9859.246692375
841774,KDOX20080907_102716_V04.gz,6501,KDOX,2008,9,7,10,27,13,-10,-14629.5,43828,3396.756014058
841775,KDOX20080907_103703_V04.gz,6501,KDOX,2008,9,7,10,36,59,0,-12287.5,39225,5661.6944752915
841776,KDOX20080907_104650_V04.gz,6501,KDOX,2008,9,7,10,46,46,10,-10430,35429.5,7759.637581955
841777,KDOX20080907_105635_V04.gz,6501,KDOX,2008,9,7,10,56,32,20,-10591.5,32441.5,9630.6669281715
841790,KDOX20080908_102844_V04.gz,6509,KDOX,2008,9,8,10,28,41,-9,-8897,72783,5057.035168774
841791,KDOX20080908_103832_V04.gz,6509,KDOX,2008,9,8,10,38,27,0,-9476,69311,8828.517752844
841792,KDOX20080908_104818_V04.gz,6509,KDOX,2008,9,8,10,48,14,10,-10633.5,66417.5,12881.379312166
841793,KDOX20080908_105804_V04.gz,6509,KDOX,2008,9,8,10,58,1,20,-10633.5,62077,17272.35505138
841788,KDOX20080908_100911_V04.gz,6510,KDOX,2008,9,8,10,9,7,-29,48354,48439,8229.6384746135
841789,KDOX20080908_101858_V04.gz,6510,KDOX,2008,9,8,10,18,53,-19,48354,45256,12048.065980937
841790,KDOX20080908_102844_V04.gz,6510,KDOX,2008,9,8,10,28,41,-9,49801,44388,15837.280180861
841791,KDOX20080908_103832_V04.gz,6510,KDOX,2008,9,8,10,38,27,0,53301,37888,25398.034274329
841792,KDOX20080908_104818_V04.gz,6510,KDOX,2008,9,8,10,48,14,10,57301,37888,28113.6113831
841793,KDOX20080908_105804_V04.gz,6510,KDOX,2008,9,8,10,58,1,20,66301,35388,37756.577506443
841790,KDOX20080908_102844_V04.gz,6511,KDOX,2008,9,8,10,28,41,-9,-57593,52029.5,15668
841791,KDOX20080908_103832_V04.gz,6511,KDOX,2008,9,8,10,38,27,0,-56093,50029.5,24544.694319751
841834,KDOX20080910_102651_V04.gz,6512,KDOX,2008,9,10,10,26,47,-12,-10158,71880.5,2278.9740732659
841835,KDOX20080910_103240_V04.gz,6512,KDOX,2008,9,10,10,32,35,-6,-10962,72282.5,3884.2928073721
841836,KDOX20080910_103829_V04.gz,6512,KDOX,2008,9,10,10,38,24,-1,-10761,69871,4493.2800144923
841837,KDOX20080910_104416_V04.gz,6512,KDOX,2008,9,10,10,44,12,5,-11163,67259,6368.5
841838,KDOX20080910_105006_V04.gz,6512,KDOX,2008,9,10,10,50,1,11,-13574.5,64245,9109.1281450035
841839,KDOX20080910_105553_V04.gz,6512,KDOX,2008,9,10,10,55,50,17,-16186.5,62838.5,10317.279980028
841840,KDOX20080910_110143_V04.gz,6512,KDOX,2008,9,10,11,1,40,23,-18999.5,61030,12722.851662091
841841,KDOX20080910_110734_V04.gz,6512,KDOX,2008,9,10,11,7,29,28,-17794,59623.5,14133.468849703
841842,KDOX20080910_111321_V04.gz,6512,KDOX,2008,9,10,11,13,18,34,-17794,57212,13159.335554038
841834,KDOX20080910_102651_V04.gz,6513,KDOX,2008,9,10,10,26,47,-12,76880,83538,1497.5850855936
841835,KDOX20080910_103240_V04.gz,6513,KDOX,2008,9,10,10,32,35,-6,77298.5,80887,4091.1412660895
841836,KDOX20080910_103829_V04.gz,6513,KDOX,2008,9,10,10,38,24,-1,76740.5,78375.5,5354.375170371
841837,KDOX20080910_104416_V04.gz,6513,KDOX,2008,9,10,10,44,12,5,75903.5,76840.5,7301.8053582585
841838,KDOX20080910_105006_V04.gz,6513,KDOX,2008,9,10,10,50,1,11,77020,76003,8556.4441210875
841839,KDOX20080910_105553_V04.gz,6513,KDOX,2008,9,10,10,55,50,17,78555,76421.5,10245.830993823
841840,KDOX20080910_110143_V04.gz,6513,KDOX,2008,9,10,11,1,40,23,78555,76421.5,10834.071483198
841841,KDOX20080910_110734_V04.gz,6513,KDOX,2008,9,10,11,7,29,28,78555,76421.5,12463.70851077
841834,KDOX20080910_102651_V04.gz,6514,KDOX,2008,9,10,10,26,47,-12,61076,59020.5,2416.8522003511
841835,KDOX20080910_103240_V04.gz,6514,KDOX,2008,9,10,10,32,35,-6,61076,59020.5,3212.5335670681
841836,KDOX20080910_103829_V04.gz,6514,KDOX,2008,9,10,10,38,24,-1,62192.5,57067,4907
841837,KDOX20080910_104416_V04.gz,6514,KDOX,2008,9,10,10,44,12,5,61355.5,56509,6437.1195580265
841838,KDOX20080910_105006_V04.gz,6514,KDOX,2008,9,10,10,50,1,11,61355.5,56509,7282.4793654085
841839,KDOX20080910_105553_V04.gz,6514,KDOX,2008,9,10,10,55,50,17,61355.5,56509,8435.23210922
841833,KDOX20080910_101707_V04.gz,6515,KDOX,2008,9,10,10,17,3,-22,36468,44753,4618.5747448847
841834,KDOX20080910_102651_V04.gz,6515,KDOX,2008,9,10,10,26,47,-12,38477.5,41538,8040.2885485295
841835,KDOX20080910_103240_V04.gz,6515,KDOX,2008,9,10,10,32,35,-6,36468,37318.5,12330.287018002
841836,KDOX20080910_103829_V04.gz,6515,KDOX,2008,9,10,10,38,24,-1,32650,32496,17330.229806902
841837,KDOX20080910_104416_V04.gz,6515,KDOX,2008,9,10,10,44,12,5,32248,28276.5,20496.773962073
841838,KDOX20080910_105006_V04.gz,6515,KDOX,2008,9,10,10,50,1,11,27827.5,25061.5,23114.060946156
841835,KDOX20080910_103240_V04.gz,6516,KDOX,2008,9,10,10,32,35,-6,-39980,-27692.5,2173.2738638024
841836,KDOX20080910_103829_V04.gz,6516,KDOX,2008,9,10,10,38,24,-1,-42212.5,-29506.5,3973.7211486861
841837,KDOX20080910_104416_V04.gz,6516,KDOX,2008,9,10,10,44,12,5,-43049.5,-30902,5373.524225822
841835,KDOX20080910_103240_V04.gz,6517,KDOX,2008,9,10,10,32,35,-6,15893.5,-5628.5,2773.414683932
841836,KDOX20080910_103829_V04.gz,6517,KDOX,2008,9,10,10,38,24,-1,14637.5,-6605.5,4095.7716387369
841837,KDOX20080910_104416_V04.gz,6517,KDOX,2008,9,10,10,44,12,5,14079.5,-7442.5,5478.8926660715
841838,KDOX20080910_105006_V04.gz,6517,KDOX,2008,9,10,10,50,1,11,14777,-9256.5,7676
841839,KDOX20080910_105553_V04.gz,6517,KDOX,2008,9,10,10,55,50,17,14777,-9256.5,8566.8770558545
841835,KDOX20080910_103240_V04.gz,6518,KDOX,2008,9,10,10,32,35,-6,-64287,98641,2794.6831289984
841836,KDOX20080910_103829_V04.gz,6518,KDOX,2008,9,10,10,38,24,-1,-64287,98641,4625.0838281312
841837,KDOX20080910_104416_V04.gz,6518,KDOX,2008,9,10,10,44,12,5,-64287,96832.5,7453.7581830325
841838,KDOX20080910_105006_V04.gz,6518,KDOX,2008,9,10,10,50,1,11,-66296.5,95024,9431.7266083265
841839,KDOX20080910_105553_V04.gz,6518,KDOX,2008,9,10,10,55,50,17,-67904,92010,11447.918134004
841840,KDOX20080910_110143_V04.gz,6518,KDOX,2008,9,10,11,1,40,23,-69109.5,91608,14054.253889114
841841,KDOX20080910_110734_V04.gz,6518,KDOX,2008,9,10,11,7,29,28,-69310.5,87790,17866.506544551
841842,KDOX20080910_111321_V04.gz,6518,KDOX,2008,9,10,11,13,18,34,-69511.5,86182.5,20880.51350875
841861,KDOX20080911_103402_V04.gz,6519,KDOX,2008,9,11,10,33,59,-6,-12128.5,78061,3768.6177327283
841862,KDOX20080911_103951_V04.gz,6519,KDOX,2008,9,11,10,39,47,0,-13524,78619.5,6082.9783908165
841863,KDOX20080911_104538_V04.gz,6519,KDOX,2008,9,11,10,45,35,6,-16175,78340.5,8026.00667084
841864,KDOX20080911_105126_V04.gz,6519,KDOX,2008,9,11,10,51,22,11,-17152,78061.5,10824.294961077
841865,KDOX20080911_105715_V04.gz,6519,KDOX,2008,9,11,10,57,11,17,-18268.5,78201,12587.185105289
841866,KDOX20080911_110303_V04.gz,6519,KDOX,2008,9,11,11,2,59,23,-20082.5,77643,15131.850437439
841867,KDOX20080911_110851_V04.gz,6519,KDOX,2008,9,11,11,8,47,29,-20082.5,77643,15420.635502854
841868,KDOX20080911_111835_V04.gz,6519,KDOX,2008,9,11,11,18,32,39,-23292,74015,17386.026738524
841869,KDOX20080911_112820_V04.gz,6519,KDOX,2008,9,11,11,28,17,48,-29561,76667,22453.958862871
841870,KDOX20080911_113806_V04.gz,6519,KDOX,2008,9,11,11,38,2,58,-31731,77149.5,24323.362236343
841860,KDOX20080911_102813_V04.gz,6520,KDOX,2008,9,11,10,28,10,-12,-42115,-25580,2266.9816179712
841861,KDOX20080911_103402_V04.gz,6520,KDOX,2008,9,11,10,33,59,-6,-43470,-25486.5,3193
841862,KDOX20080911_103951_V04.gz,6520,KDOX,2008,9,11,10,39,47,0,-46054,-25486.5,5171.9981792135
841863,KDOX20080911_104538_V04.gz,6520,KDOX,2008,9,11,10,45,35,6,-49365,-25648,7109.69003258
841864,KDOX20080911_105126_V04.gz,6520,KDOX,2008,9,11,10,51,22,11,-50899.5,-26132.5,8974.887106782
841865,KDOX20080911_105715_V04.gz,6520,KDOX,2008,9,11,10,57,11,17,-52295,-26714,10681.503768735
841866,KDOX20080911_110303_V04.gz,6520,KDOX,2008,9,11,11,2,59,23,-54737,-27993,13009.882490145
841855,KDOX20080911_100326_V04.gz,6521,KDOX,2008,9,11,10,3,21,-37,35260,48977.5,2643.9978161938
841856,KDOX20080911_100915_V04.gz,6521,KDOX,2008,9,11,10,9,10,-31,34562.5,48838,3594.7829957881
841858,KDOX20080911_101633_V04.gz,6521,KDOX,2008,9,11,10,16,29,-24,33725.5,48838,6148.5
841859,KDOX20080911_102224_V04.gz,6521,KDOX,2008,9,11,10,22,19,-18,32720.5,44819.5,11267.24323901
841860,KDOX20080911_102813_V04.gz,6521,KDOX,2008,9,11,10,28,10,-12,34730,43413,15047.802245853
841861,KDOX20080911_103402_V04.gz,6521,KDOX,2008,9,11,10,33,59,-6,37744,43011,19230.789444515
841862,KDOX20080911_103951_V04.gz,6521,KDOX,2008,9,11,10,39,47,0,35132,39595,27949.1899306
841863,KDOX20080911_104538_V04.gz,6521,KDOX,2008,9,11,10,45,35,6,36173.5,37511.5,32599.204755659
841864,KDOX20080911_105126_V04.gz,6521,KDOX,2008,9,11,10,51,22,11,38951.5,39942,38178.890797603
841865,KDOX20080911_105715_V04.gz,6521,KDOX,2008,9,11,10,57,11,17,43118.5,37164.5,41630.961847822
841866,KDOX20080911_110303_V04.gz,6521,KDOX,2008,9,11,11,2,59,23,44854.5,37164.5,44837.331431263
841860,KDOX20080911_102813_V04.gz,6522,KDOX,2008,9,11,10,28,10,-12,58090.5,59568,3558.2099022206
841861,KDOX20080911_103402_V04.gz,6522,KDOX,2008,9,11,10,33,59,-6,57253.5,60070.5,4116.8036860462
841862,KDOX20080911_103951_V04.gz,6522,KDOX,2008,9,11,10,39,47,0,55077,60238,5942.4686005995
841863,KDOX20080911_104538_V04.gz,6522,KDOX,2008,9,11,10,45,35,6,54072.5,59066,7423.717665366
841864,KDOX20080911_105126_V04.gz,6522,KDOX,2008,9,11,10,51,22,11,51058.5,58396.5,9972.2840680685
841878,KDOX20080912_102405_V04.gz,6523,KDOX,2008,9,12,10,24,0,-17,40528,53256.5,2465.8729974636
841879,KDOX20080912_103350_V04.gz,6523,KDOX,2008,9,12,10,33,47,-7,42537.5,56438,9921.848715079
841880,KDOX20080912_104338_V04.gz,6523,KDOX,2008,9,12,10,43,34,3,45351,56036,18603.107656864
841881,KDOX20080912_105325_V04.gz,6523,KDOX,2008,9,12,10,53,20,12,48767,53424,26635.90625078
841882,KDOX20080912_110311_V04.gz,6523,KDOX,2008,9,12,11,3,7,22,55711.5,52556,33242.039111487
841879,KDOX20080912_103350_V04.gz,6524,KDOX,2008,9,12,10,33,47,-7,39293.5,54761.5,4011.4403806125
841880,KDOX20080912_104338_V04.gz,6524,KDOX,2008,9,12,10,43,34,3,41504,57373.5,7753
